id,rdnm,store_code, mon_sales , mon_sales_count ,weekdays_sales_rate,weekend_sales_rate,weekdays_sales_coount,weekend_sales_count,breakfast(06~11),lunch(11~17),dinner(17~06),men_sales_rate,women_sales_rate
1442,봉화산로4길,패스트푸드점,7827835,576,34,66,377,199,0,19,81,62,38
1443,봉화산로4길,닭/오리요리,42561833,1866,37,63,1188,678,-1,5,96,53,47
1444,봉화산로4길,유흥주점,47304579,1285,20,81,1019,266,0,0,100,79,21
1445,봉화산로56길,한식,3737958978,96892,34,66,66134,30758,0,26,74,56,45
1446,봉화산로56길,중식,52742563,4779,33,67,3194,1585,1,54,45,64,36
1447,봉화산로56길,일식/수산물,267052286,8003,5310,67,5310,2693,1,40,59,45,55
1448,봉화산로56길,분식,385727799,49331,32,68,32800,16531,8,46,46,43,57
1449,봉화산로56길,패스트푸드점,89006555,3743,45,56,2185,1558,-1,22,79,63,37
1450,봉화산로56길,닭/오리요리,742487307,35731,39,61,22269,13462,0,10,90,55,45
1451,봉화산로56길,제과제빵떡케익,86874748,8923,6061,68,6061,2862,16,33,51,39,61
1452,봉화산로56길,커피점/카페,411947086,57716,22,78,39010,18706,3,50,47,51,49
1453,봉화산로56길,유흥주점,469058385,11176,38,63,7022,4154,0,0,100,68,32
1454,사가정로42길,한식,355270923,12331,17,83,8853,3478,2,66,32,56,44
1455,사가정로42길,일식/수산물,37686418,258,192,75,192,66,0,4,96,61,39
1456,사가정로42길,닭/오리요리,142589580,6762,38,62,4160,2602,-2,11,91,50,50
1457,사가정로42길,커피점/카페,9000000,1140,48,52,597,543,1,57,42,26,74
1458,사가정로42길,유흥주점,58240793,1596,38,62,1082,514,0,0,100,63,37
1459,사가정로54길,한식,1660247625,40247,28,72,27674,12573,4,43,53,60,41
1460,사가정로54길,분식,8763738,1124,42,59,663,461,0,47,53,25,75
1461,사가정로54길,패스트푸드점,68643211,7618,32,68,5193,2425,1,42,57,50,50
1462,사가정로54길,제과제빵떡케익,802087826,90291,63895,70,63895,26396,16,38,46,37,64
1463,사가정로54길,커피점/카페,105830937,16449,31,70,11401,5048,12,57,31,46,54
1464,사가정로54길,유흥주점,147762261,9679,33,67,7100,2579,0,20,80,66,34
1465,신내로7가길,한식,9473264,419,5,95,389,30,1,74,25,69,31
1466,신내로7가길,중식,72326330,4529,40,60,2720,1809,0,52,48,55,45
1467,신내로7가길,분식,17447893,1826,17,83,1426,400,23,51,26,42,58
1468,신내로7가길,패스트푸드점,51808137,2588,36,64,1658,930,0,24,76,46,55
1469,신내로7가길,닭/오리요리,13088380,512,34,66,333,179,0,0,100,71,29
1470,신내로7가길,커피점/카페,4268840,642,39,61,397,245,11,71,18,31,69
1471,용마산로100길,한식,192737330,7591,34,66,5514,2077,5,31,64,60,40
1472,용마산로100길,중식,26680731,1350,44,56,750,600,0,56,44,53,47
1473,용마산로100길,분식,1375783,193,31,69,134,59,-1,46,55,38,62
1474,용마산로100길,닭/오리요리,118336495,6341,33,68,4290,2051,0,8,92,57,43
1475,용마산로100길,제과제빵떡케익,429826089,44006,31969,73,31969,12037,14,33,53,36,64
1476,용마산로100길,커피점/카페,22139060,3601,32,69,2459,1142,-1,64,37,34,66
1477,용마산로112길,한식,312034135,4075,29,71,2721,1354,-1,60,41,40,60
1478,용마산로112길,닭/오리요리,90879116,4249,38,63,2664,1585,0,15,85,54,46
1479,용마산로112길,제과제빵떡케익,95981947,9113,6087,66,6087,3026,14,34,52,43,57
1480,용마산로112길,커피점/카페,116419815,19108,35,65,12229,6879,19,61,20,55,45
1481,용마산로112길,유흥주점,28720905,1021,44,56,595,426,-1,0,101,57,43
1482,용마산로118길,한식,374413200,16649,22,78,12667,3982,3,56,41,65,35
1483,용마산로118길,중식,165638886,8304,37,64,5081,3223,1,62,37,63,37
1484,용마산로118길,분식,194438206,20114,30,71,12748,7366,8,56,36,39,61
1485,용마산로118길,패스트푸드점,27133239,1963,38,62,1222,741,0,28,72,52,48
1486,용마산로118길,닭/오리요리,37384169,1741,32,69,1190,551,-1,15,86,53,47
1487,용마산로118길,제과제빵떡케익,287228381,29318,18896,61,18896,10422,12,33,55,44,56
1488,용마산로118길,커피점/카페,86371449,12881,37,63,8983,3898,18,65,17,38,62
1489,용마산로118길,유흥주점,45683941,1050,24,76,895,155,0,12,88,79,21
1490,용마산로94길,한식,188286568,17391,18,82,15239,2152,4,64,32,59,42
1491,용마산로94길,분식,266061630,35503,6,94,32338,3165,3,71,26,48,52
1492,용마산로94길,패스트푸드점,223993217,26688,17,84,22422,4266,3,59,38,47,53
1493,용마산로94길,커피점/카페,117447792,24417,20,80,19547,4870,3,68,29,41,59
1494,용마산로94길,유흥주점,102431234,3685,22,78,3026,659,-1,2,99,64,37
1495,중랑천로10길,한식,1936417325,44578,33,67,29344,15234,1,45,54,59,41
1496,중랑천로10길,중식,31025134,1837,31,70,1280,557,0,64,36,74,26
1497,중랑천로10길,일식/수산물,30815475,341,238,65,238,103,-1,8,93,87,13
1498,중랑천로10길,분식,87711718,4218,22,78,3323,895,0,47,53,60,40
1499,중랑천로10길,커피점/카페,45823965,6739,37,63,4393,2346,9,70,21,51,49
1500,중랑천로10길,유흥주점,246500222,6840,36,64,4344,2496,1,3,96,77,23
1501,길음로7길,한식,96912144,2961,28,72,2108,853,3,39,58,66,34
1502,길음로7길,분식,312220816,35588,23,77,27600,7988,8,37,55,51,50
1503,길음로7길,커피점/카페,9616105,548,33,67,365,183,8,39,53,89,11
1504,길음로7길,유흥주점,27708166,1117,32,68,758,359,1,1,98,75,26
1505,돌곶이로14길,한식,232141971,10788,25,75,8635,2153,0,38,62,49,51
1506,돌곶이로14길,중식,4522419,322,53,48,171,151,0,59,41,61,39
1507,돌곶이로14길,패스트푸드점,226054604,25687,34,66,16767,8920,3,53,44,58,42
1508,돌곶이로14길,닭/오리요리,41165931,2060,38,62,1320,740,1,5,94,53,47
1509,돌곶이로22길,한식,573830453,16205,33,67,10902,5303,4,23,73,57,43
1510,돌곶이로22길,분식,111681787,6925,35,65,4788,2137,7,39,54,45,55
1511,돌곶이로22길,패스트푸드점,9132461,453,36,64,293,160,1,16,83,61,40
1512,돌곶이로22길,닭/오리요리,13541833,462,28,72,336,126,0,0,100,75,25
1513,돌곶이로22길,커피점/카페,83319762,14810,30,70,10383,4427,16,47,37,49,51
1514,돌곶이로22길,유흥주점,50511668,1374,33,67,908,466,1,0,99,84,16
1515,돌곶이로27길,한식,930686829,16594,23,77,12837,3757,0,49,51,57,43
1516,돌곶이로27길,중식,6220421,251,40,60,148,103,0,62,38,61,39
1517,돌곶이로27길,일식/수산물,47129635,1578,1101,70,1101,477,0,39,61,64,36
1518,돌곶이로27길,분식,152336516,8546,37,63,5434,3112,1,30,69,33,67
1519,돌곶이로27길,닭/오리요리,46398796,2009,41,60,1342,667,0,3,97,63,37
1520,돌곶이로27길,커피점/카페,26241822,4895,25,75,3353,1542,9,65,26,52,48
1521,돌곶이로27길,유흥주점,75856675,2095,27,73,1564,531,-1,6,95,68,32
1522,돌곶이로28길,한식,783067894,15483,28,72,10390,5093,1,46,53,67,33
1523,돌곶이로28길,중식,143223650,8073,37,63,5034,3039,6,52,42,64,37
1524,돌곶이로28길,커피점/카페,888889,96,0,100,96,0,0,75,25,50,50
1525,돌곶이로28길,유흥주점,12751930,538,17,83,453,85,6,63,31,88,12
1526,돌곶이로41길,한식,288240709,14740,19,81,10833,3907,9,40,51,78,22
1527,돌곶이로41길,중식,54415914,3362,45,55,1861,1501,1,62,37,59,42
1528,돌곶이로41길,분식,7232182,755,17,83,623,132,21,79,0,69,31
1529,돌곶이로41길,유흥주점,223198734,15245,26,74,11219,4026,11,48,41,81,19
1530,돌곶이로8길,한식,131758495,10111,22,78,7949,2162,7,53,40,66,34
1531,돌곶이로8길,유흥주점,40197947,258,45,56,140,118,6,0,94,89,11
1532,동소문로13길,한식,647656324,24049,21,79,18354,5695,1,51,48,55,45
1533,동소문로13길,중식,76166034,1549,62,38,847,702,0,56,44,58,42
1534,동소문로13길,분식,29622911,3204,17,83,2652,552,17,58,25,42,58
1535,동소문로13길,커피점/카페,114603336,20134,19,81,14390,5744,19,63,18,39,61
1536,동소문로15길,한식,319319405,14325,27,73,10226,4099,7,54,39,61,39
1537,동소문로15길,닭/오리요리,195339287,8410,37,63,5359,3051,1,8,91,49,51
1538,동소문로15길,제과제빵떡케익,184485209,20354,14860,78,14860,5494,22,43,35,33,67
1539,동소문로15길,커피점/카페,94566022,9055,30,70,6256,2799,4,50,46,42,58
1540,동소문로15길,유흥주점,65077620,563,12,88,485,78,0,0,100,71,29
1541,동소문로26가길,한식,866586512,16862,23,77,12179,4683,3,47,50,53,47
1542,동소문로26가길,일식/수산물,37644426,2911,2257,82,2257,654,-1,61,40,59,41
1543,동소문로26가길,제과제빵떡케익,13482233,1345,1116,87,1116,229,0,66,34,19,81
1544,동소문로26가길,커피점/카페,32492070,4701,28,72,3279,1422,0,74,26,50,51
1545,동소문로26가길,유흥주점,22397728,158,18,82,122,36,-1,0,101,93,7
1546,동소문로2길,한식,741314544,21963,27,73,16017,5946,0,42,58,59,41
1547,동소문로2길,중식,38307297,2269,35,65,1473,796,1,46,53,63,37
1548,동소문로2길,분식,55279731,6702,25,76,5143,1559,1,37,62,53,47
1549,동소문로2길,패스트푸드점,135491577,4552,37,63,2866,1686,0,26,74,49,51
1550,동소문로2길,제과제빵떡케익,15336177,2233,1701,76,1701,532,7,32,61,39,61
1551,동소문로2길,유흥주점,74321080,1736,25,75,1306,430,0,0,100,62,38
1552,동소문로6길,한식,1254989866,36557,26,74,26272,10285,-1,7,94,60,40
1553,동소문로6길,분식,429629575,11981,29,71,8782,3199,2,25,73,46,54
1554,동소문로6길,패스트푸드점,243088669,31713,27,73,23166,8547,8,43,49,41,59
1555,동소문로6길,닭/오리요리,283297140,10567,33,67,7250,3317,0,6,94,60,41
1556,동소문로6길,커피점/카페,2363901,708,23,77,549,159,0,37,63,57,43
1557,동소문로6길,유흥주점,415823761,12227,28,72,8965,3262,0,0,100,67,34
1558,보국문로16길,한식,381756360,11174,31,69,7658,3516,1,29,70,61,39
1559,보국문로16길,중식,54136175,2691,37,63,1712,979,1,63,36,61,39
1560,보국문로16길,양식,66605620,2473,31,69,1671,802,0,59,41,31,69
1561,보국문로16길,분식,39517050,5783,24,76,4407,1376,12,61,27,51,49
1562,보국문로16길,패스트푸드점,46200705,3709,38,62,2299,1410,0,32,68,55,45
1563,보국문로16길,닭/오리요리,184726330,8945,34,66,5816,3129,-1,10,91,55,45
1564,보국문로16길,커피점/카페,81688547,12799,35,65,8362,4437,2,44,54,51,49
1565,보국문로16길,유흥주점,121822106,3787,33,67,2614,1173,0,0,100,78,22
1566,보문로13길,한식,1000452742,25636,26,74,18635,7001,1,40,59,55,45
1567,보문로13길,분식,27217508,1632,16,84,1414,218,6,46,48,50,50
1568,보문로13길,닭/오리요리,85748077,3624,40,60,2101,1523,1,13,86,57,43
1569,보문로13길,커피점/카페,5883798,855,5,95,837,18,9,90,1,46,54
1570,보문로13길,유흥주점,138471180,2803,21,79,2021,782,0,0,100,85,15
1571,보문로26길,한식,23236811,774,24,76,524,250,0,60,40,66,34
1572,보문로26길,중식,88571273,4912,35,65,3215,1697,3,62,35,62,38
1573,보문로31길,한식,914829979,34042,25,75,24680,9362,4,48,48,55,45
1574,보문로31길,중식,256339834,12350,29,71,9014,3336,2,55,43,58,42
1575,보문로31길,일식/수산물,11821843,1086,974,90,974,112,0,64,36,47,53
1576,보문로31길,분식,53354749,7596,14,86,6521,1075,11,50,39,48,52
1577,보문로31길,패스트푸드점,72707128,2808,39,61,1715,1093,0,19,81,58,43
1578,보문로31길,커피점/카페,24136053,5560,18,82,4116,1444,11,66,23,40,60
1579,보문로32길,한식,736537760,48893,24,76,38898,9995,1,45,54,41,59
1580,보문로32길,일식/수산물,150931544,7939,6326,79,6326,1613,0,52,48,33,67
1581,보문로32길,양식,407244663,18119,24,76,13407,4712,-1,53,48,26,74
1582,보문로32길,분식,319847265,34051,16,85,29731,4320,1,51,48,20,80
1583,보문로32길,패스트푸드점,214410746,25098,19,81,19133,5965,11,54,35,24,76
1584,보문로32길,닭/오리요리,39213192,1776,38,62,1101,675,0,10,90,45,55
1585,보문로32길,제과제빵떡케익,82036422,10732,8443,78,8443,2289,4,50,46,18,82
1586,보문로32길,커피점/카페,737765669,121854,26,74,97672,24182,11,58,31,26,74
1587,보문로32길,유흥주점,109854428,3019,32,68,2065,954,0,1,99,61,39
1588,삼선교로10길,한식,515993421,18802,26,74,14054,4748,2,41,57,57,43
1589,삼선교로10길,중식,5630052,580,30,71,410,170,0,65,35,85,15
1590,삼선교로10길,일식/수산물,177638622,9326,7885,75,7885,1441,1,36,63,55,45
1591,삼선교로10길,양식,16725665,770,24,76,584,186,-1,2,99,72,28
1592,삼선교로10길,분식,117802115,10047,23,78,8096,1951,-1,18,83,39,61
1593,삼선교로10길,패스트푸드점,162987445,9324,35,65,6302,3022,0,34,66,55,45
1594,삼선교로10길,닭/오리요리,122521688,8205,35,65,5432,2773,0,4,96,62,39
1595,삼선교로10길,제과제빵떡케익,2669460,561,467,84,467,94,5,49,46,50,50
1596,삼선교로10길,커피점/카페,59408305,11406,31,69,7820,3586,20,48,32,51,49
1597,삼선교로10길,유흥주점,315654207,10328,25,75,7739,2589,0,0,100,68,32
1598,삼선교로10다길,한식,72571698,8660,87,87,8343,317,3,31,66,60,40
1599,삼선교로10다길,분식,110212922,9790,87,87,8157,1633,1,37,62,53,47
1600,삼선교로10다길,패스트푸드점,17057453,867,78,78,561,306,-1,31,70,44,56
1601,삼선교로10다길,커피점/카페,194669906,54350,83,83,50745,3605,8,69,23,45,55
1602,삼선교로16가길,한식,218834700,28464,8,92,26115,2349,3,65,32,62,39
1603,삼선교로16가길,중식,29791447,1978,28,72,1649,329,1,64,35,60,40
1604,삼선교로16가길,분식,111821898,16620,6,94,15543,1077,4,70,26,51,50
1605,삼선교로16가길,패스트푸드점,52000317,5401,22,78,4279,1122,11,61,28,43,57
1606,삼선교로16가길,커피점/카페,24802942,1412,27,73,1040,372,0,99,1,20,80
1607,삼선교로16가길,유흥주점,54261558,1505,17,83,1244,261,0,0,100,65,35
1608,삼양로8길,한식,77541970,791,45,56,438,353,0,39,61,64,37
1609,삼양로8길,중식,94810157,4408,44,56,2461,1947,0,57,43,55,45
1610,삼양로8길,분식,17832163,1215,10,90,991,224,2,46,52,61,39
1611,삼양로8길,패스트푸드점,63213902,2246,43,57,1281,965,0,30,70,54,46
1612,삼양로8길,닭/오리요리,10235748,407,36,64,302,105,0,0,100,66,34
1613,삼양로8길,제과제빵떡케익,14471784,1779,1260,71,1260,519,10,47,43,43,57
1614,삼양로8길,커피점/카페,24402329,4658,22,78,3522,1136,8,78,14,33,68
1615,삼양로8길,유흥주점,59694434,298,38,62,229,69,10,20,70,80,20
1616,성북로8길,한식,396966083,8505,39,61,5205,3300,-1,33,68,51,49
1617,성북로8길,중식,210951434,9343,33,67,6259,3084,1,57,42,63,37
1618,성북로8길,일식/수산물,218431502,4346,3320,76,3320,1026,0,70,30,53,47
1619,성북로8길,커피점/카페,8148337,968,33,67,651,317,6,67,27,42,58
1620,솔샘로6길,한식,308719009,9473,24,76,6902,2571,-1,32,69,56,44
1621,솔샘로6길,닭/오리요리,6629237,390,29,71,283,107,-1,3,98,74,26
1622,솔샘로6길,유흥주점,51000000,1655,39,61,878,777,-1,0,101,88,12
1623,아리랑로4길,한식,682745689,23869,24,76,17543,6326,1,45,54,62,38
1624,아리랑로4길,중식,179927800,5783,45,55,3193,2590,1,51,48,54,46
1625,아리랑로4길,일식/수산물,78689729,5761,3869,67,3869,1892,0,55,45,35,65
1626,아리랑로4길,분식,192167626,13729,34,66,8879,4850,-1,35,66,49,51
1627,아리랑로4길,닭/오리요리,95603423,5816,36,64,3855,1961,1,7,92,53,47
1628,아리랑로4길,커피점/카페,94181090,15058,34,66,10430,4628,8,63,29,44,56
1629,아리랑로4길,유흥주점,124208413,3316,26,75,2619,697,0,5,95,71,29
1630,안암로5길,한식,93675259,3220,30,70,2248,972,0,52,48,58,42
1631,안암로5길,분식,143172787,5149,12,88,4399,750,2,77,21,55,45
1632,안암로5길,커피점/카페,91207955,7653,22,78,5614,2039,9,65,26,51,49
1633,오패산로19길,한식,497195150,15742,22,78,11352,4390,1,61,38,50,50
1634,오패산로19길,중식,27417174,1397,30,70,981,416,1,78,21,66,34
1635,오패산로19길,분식,32020695,2981,22,78,2345,636,10,52,38,42,58
1636,오패산로19길,커피점/카페,470906231,71998,33,67,48123,23875,19,58,23,33,67
1637,오패산로3길,한식,332219391,10005,26,74,7486,2519,0,42,58,63,37
1638,오패산로3길,분식,16615746,1363,26,74,987,376,24,56,20,76,24
1639,오패산로3길,닭/오리요리,44226841,1436,35,65,1010,426,0,4,96,84,16
1640,오패산로3길,제과제빵떡케익,2529398,378,266,71,266,112,8,28,64,49,51
1641,오패산로3길,커피점/카페,37254251,7254,27,74,5299,1955,12,73,15,51,49
1642,오패산로3길,유흥주점,56896807,1371,42,58,792,579,0,10,90,50,50
1643,오패산로4길,한식,2488820411,94617,26,74,69010,25607,2,39,59,55,46
1644,오패산로4길,중식,85459777,4277,32,68,2732,1545,0,65,35,66,34
1645,오패산로4길,분식,216695403,25756,22,78,20641,5115,0,38,62,49,51
1646,오패산로4길,패스트푸드점,139848942,16092,26,74,11947,4145,2,53,45,39,61
1647,오패산로4길,닭/오리요리,79787014,3112,40,60,1858,1254,-1,5,96,67,33
1648,오패산로4길,제과제빵떡케익,415966831,47920,38994,86,38994,8926,10,69,21,24,76
1649,오패산로4길,커피점/카페,141498479,18524,25,75,12072,6452,14,60,26,40,60
1650,오패산로4길,유흥주점,353455325,9565,33,67,6404,3161,1,6,93,70,30
1661,개운사길,한식,4032696862,296428,81,81,232780,63648,4,57,39,56,44
1662,개운사길,중식,280988176,3070,85,85,2602,468,0,58,42,57,43
1663,개운사길,일식/수산물,13730291,1157,3,97,1129,28,0,59,41,43,57
1664,개운사길,양식,206806260,16554,84,84,13975,2579,0,57,43,48,52
1665,개운사길,분식,174211823,33358,83,83,27174,6184,9,60,31,45,55
1666,개운사길,제과제빵떡케익,119371156,18104,15,85,15406,2698,21,66,13,30,71
1667,개운사길,커피점/카페,645178438,133363,84,84,110240,23123,9,59,32,42,59
1668,개운사길,유흥주점,342738326,20027,89,89,17055,2972,1,58,41,59,41
1688,장월로1길,한식,828795444,38293,19,81,31770,6523,0,46,54,42,58
1689,장월로1길,일식/수산물,25605112,298,238,79,238,60,0,0,100,76,24
1690,장월로1길,분식,18075029,3165,13,87,2748,417,0,36,64,35,65
1691,장월로1길,패스트푸드점,31738791,1256,26,75,939,317,-1,54,47,38,62
1692,장월로1길,닭/오리요리,34081606,2609,17,83,2156,453,0,4,96,46,55
1693,장월로1길,제과제빵떡케익,137049454,15320,10744,70,10744,4576,22,33,45,35,65
1694,장월로1길,커피점/카페,85358975,12579,32,69,9251,3328,8,57,35,35,65
1695,장월로1길,유흥주점,205938921,7143,29,71,5085,2058,-1,7,94,60,41
1697,정릉로26길,한식,515350904,10191,32,68,6921,3270,1,37,62,61,39
1698,정릉로26길,닭/오리요리,76322316,2760,32,68,2035,725,4,1,95,69,31
1699,정릉로26길,제과제빵떡케익,154391394,19671,13698,70,13698,5973,22,41,37,40,61
1700,정릉로26길,커피점/카페,42059294,6868,25,75,4780,2088,30,48,22,46,54
1701,정릉로26길,유흥주점,10333000,305,36,64,194,111,1,0,99,82,18
1702,정릉로27길,한식,472119294,13597,38,62,8475,5122,0,59,41,52,48
1703,정릉로27길,중식,64235577,3439,41,59,2061,1378,0,56,44,55,45
1704,정릉로27길,일식/수산물,177236203,4498,3069,68,3069,1429,1,46,53,51,49
1705,정릉로27길,분식,164400240,8548,31,69,5886,2662,0,31,69,34,66
1706,정릉로27길,패스트푸드점,40870485,1714,37,63,1086,628,0,32,68,53,47
1707,정릉로27길,닭/오리요리,7948147,435,36,64,278,157,-1,16,85,56,44
1708,정릉로27길,유흥주점,12262552,470,27,73,341,129,0,2,98,77,23
1709,정릉로8길,한식,368858722,7449,27,73,5577,1872,1,22,77,61,39
1710,정릉로8길,중식,134483640,6016,26,74,4635,1381,1,55,44,73,27
1711,정릉로8길,일식/수산물,15000000,1045,832,80,832,213,-1,54,47,56,44
1712,정릉로8길,분식,11279179,1313,7,94,1222,91,3,51,46,55,45
1713,정릉로8길,닭/오리요리,72579097,2361,23,78,1843,518,-1,1,100,66,34
1714,정릉로8길,제과제빵떡케익,209091825,25806,18483,71,18483,7323,23,34,43,45,55
1715,정릉로8길,커피점/카페,8913167,2345,15,85,2145,200,1,74,25,33,68
1716,정릉로8길,유흥주점,431671538,12620,16,84,10443,2177,1,7,92,58,42
1717,종암로16길,한식,676738502,23046,25,76,16760,6286,2,34,64,56,44
1718,종암로16길,분식,4464746,493,12,88,433,60,0,60,40,39,61
1719,종암로16길,닭/오리요리,2245805,97,14,86,83,14,0,0,100,64,36
1720,종암로16길,제과제빵떡케익,667247711,72522,52007,72,52007,20515,15,39,46,36,64
1721,종암로16길,커피점/카페,40911583,10831,28,72,7805,3026,15,48,37,45,55
1722,종암로19길,한식,473912431,7190,38,62,4790,2400,0,5,95,68,32
1723,종암로19길,분식,101374561,15161,32,68,13129,2032,5,40,55,44,56
1724,종암로19길,패스트푸드점,220174063,25057,38,62,16865,8192,3,32,65,57,43
1725,종암로19길,닭/오리요리,105992989,4586,24,76,3618,968,1,6,93,54,46
1726,종암로19길,제과제빵떡케익,33634160,3787,2657,70,2657,1130,12,38,50,47,53
1727,종암로19길,커피점/카페,83408124,18312,27,74,13480,4832,42,42,16,34,66
1728,종암로19길,유흥주점,416274533,12690,30,71,8540,4150,1,15,84,65,35
1729,종암로21길,한식,1270969068,45134,27,73,32298,12836,1,43,56,60,40
1730,종암로21길,중식,83726731,4254,38,62,2629,1625,0,60,40,68,32
1731,종암로21길,일식/수산물,85370787,5890,4358,74,4358,1532,0,54,46,47,53
1732,종암로21길,분식,16201695,900,26,74,665,235,-1,40,61,53,47
1733,종암로21길,패스트푸드점,8534193,661,23,77,507,154,-1,18,83,63,37
1734,종암로21길,닭/오리요리,71815838,3024,36,64,1923,1101,-1,9,92,52,48
1735,종암로21길,커피점/카페,54205466,7774,30,70,5390,2384,12,59,29,44,56
1736,종암로21길,유흥주점,124338032,3619,29,71,2583,1036,-1,1,100,72,28
1737,종암로24가길,한식,548176053,18370,22,79,13517,4853,1,49,50,55,45
1738,종암로24가길,중식,15452817,743,43,57,417,326,0,55,45,69,31
1739,종암로24가길,분식,22415865,2713,11,89,2394,319,2,58,40,54,46
1740,종암로24가길,닭/오리요리,36908734,3568,37,63,2343,1225,1,9,90,55,45
1741,종암로24가길,유흥주점,24488041,667,43,57,379,288,-1,49,52,45,55
1742,종암로5길,한식,1010724572,60561,20,80,47346,13215,2,55,43,58,42
1743,종암로5길,중식,125272954,6281,22,78,5157,1124,0,53,47,62,38
1744,종암로5길,분식,91795928,12636,12,88,11395,1241,2,61,37,61,39
1745,종암로5길,닭/오리요리,119780452,2390,33,67,1681,709,0,6,94,74,26
1746,종암로5길,제과제빵떡케익,134356386,21061,14302,68,14302,6759,20,38,42,41,59
1747,종암로5길,커피점/카페,309612161,58417,19,81,47248,11169,7,59,34,42,58
1748,종암로5길,유흥주점,110350736,2959,30,70,2070,889,-1,1,100,61,39
1749,지봉로20길,한식,395714178,26797,30,70,19540,7257,3,45,52,58,42
1750,지봉로20길,중식,28101115,1784,20,80,1422,362,0,65,35,65,35
1751,지봉로20길,분식,91666472,5630,12,88,4967,663,0,72,28,50,50
1752,지봉로20길,패스트푸드점,248498969,28366,32,68,19191,9175,5,56,39,53,47
1753,지봉로20길,제과제빵떡케익,110884550,17585,12948,74,12948,4637,23,30,47,41,59
1754,지봉로20길,커피점/카페,38948291,7000,35,65,4527,2473,15,45,40,42,58
1755,지봉로20길,유흥주점,98249689,3496,33,67,2315,1181,0,0,100,63,37
1756,창경궁로43길,한식,854715203,27095,24,76,20723,6372,3,53,44,56,44
1757,창경궁로43길,일식/수산물,201112588,5955,3848,64,3848,2107,1,42,57,41,59
1758,창경궁로43길,양식,159106251,2500,37,63,1564,936,-1,43,58,42,58
1759,창경궁로43길,분식,293811314,29523,29,71,21116,8407,6,54,40,29,71
1760,창경궁로43길,커피점/카페,265442001,25170,33,67,16721,8449,3,72,25,34,66
1761,창경궁로43길,유흥주점,57650294,2102,34,66,1393,709,-1,20,81,53,47
1762,한천로101가길,중식,35056953,1823,29,71,1262,561,1,72,27,79,22
1763,한천로76길,한식,2118263496,55953,35,65,36714,19239,0,20,80,60,40
1764,한천로76길,분식,86330510,10157,15,85,7088,3069,11,57,32,45,55
1765,한천로76길,닭/오리요리,113724941,3500,32,68,2392,1108,0,1,99,67,34
1766,한천로76길,제과제빵떡케익,138541474,14615,9936,68,9936,4679,13,32,55,38,62
1767,한천로76길,커피점/카페,39553145,6273,34,66,4232,2041,0,53,47,51,49
1768,한천로76길,유흥주점,438130501,11075,31,70,7926,3149,0,2,98,68,32
1769,화랑로13길,한식,640576562,41581,20,80,32694,8887,1,63,36,38,62
1770,화랑로13길,일식/수산물,136637313,3916,3461,88,3461,455,-1,44,57,50,50
1771,화랑로13길,양식,204245262,19521,10,91,17868,1653,-1,70,31,24,76
1772,화랑로13길,분식,604733278,73176,20,80,58748,14428,9,48,43,30,70
1773,화랑로13길,패스트푸드점,165371747,18663,28,72,14694,3969,8,42,50,37,63
1774,화랑로13길,닭/오리요리,156145464,6847,37,63,4345,2502,0,8,92,47,53
1775,화랑로13길,제과제빵떡케익,37581537,6533,4314,66,4314,2219,2,39,59,37,63
1776,화랑로13길,커피점/카페,563287128,149914,24,76,124642,25272,14,62,24,29,71
1777,화랑로13길,유흥주점,107270992,3458,30,70,2411,1047,0,23,77,52,48
1778,화랑로14길,한식,386869317,15146,25,75,11372,3774,2,44,54,60,40
1779,화랑로14길,중식,242559770,10920,35,65,7051,3869,1,61,38,60,41
1780,화랑로14길,분식,120749451,11466,26,74,8572,2894,5,33,62,45,55
1781,화랑로14길,닭/오리요리,26368248,1276,43,57,707,569,0,17,83,53,48
1782,화랑로14길,제과제빵떡케익,53863695,16981,15177,89,15177,1804,25,37,38,31,69
1783,화랑로14길,커피점/카페,61958908,9234,25,76,7540,1694,22,55,23,48,52
1784,화랑로14길,유흥주점,225265712,4831,28,73,3503,1328,0,0,100,66,34
1785,화랑로19길,한식,534600248,20627,23,77,14937,5690,2,51,47,65,35
1786,화랑로19길,닭/오리요리,35375904,905,21,79,721,184,0,0,100,78,23
1787,화랑로19길,커피점/카페,17370292,2810,37,63,1767,1043,2,78,20,40,60
1788,화랑로1길,한식,318100493,6716,17,83,5570,1146,4,52,44,68,32
1789,화랑로1길,중식,191915787,10537,30,70,7307,3230,1,60,39,62,38
1790,화랑로1길,커피점/카페,11756480,1157,0,100,1157,0,21,50,29,21,79
1791,화랑로1길,유흥주점,1069608,43,0,100,43,0,0,0,100,100,0
1792,화랑로32길,한식,380844998,17977,19,81,14320,3657,2,45,53,61,39
1793,화랑로32길,분식,61649263,5898,27,73,4324,1574,17,49,34,64,36
1794,화랑로32길,닭/오리요리,21480991,603,32,68,407,196,-1,3,98,68,32
1795,화랑로32길,커피점/카페,54496248,8043,23,78,5887,2156,1,50,49,50,50
1796,화랑로32길,유흥주점,83838169,2324,28,72,1677,647,0,0,100,60,40
1797,화랑로40길,한식,1697630351,39456,26,74,26742,12714,1,35,64,68,32
1798,화랑로40길,분식,71984228,1524,30,70,1076,448,0,20,80,55,45
1799,화랑로40길,커피점/카페,205716220,33036,33,67,22129,10907,18,45,37,47,53
